Date,Open,High,Low,Close,Adj Close,Volume
2001-12-01,1915.1300048828125,2065.68994140625,1898.97998046875,1950.4000244140625,1950.4000244140625,35539380000
2002-01-01,1965.1800537109375,2098.8798828125,1851.489990234375,1934.030029296875,1934.030029296875,39095980000
2002-02-01,1928.8299560546875,1942.1500244140625,1696.550048828125,1731.489990234375,1731.489990234375,34022690000
2002-03-01,1745.489990234375,1946.22998046875,1742.0799560546875,1845.3499755859375,1845.3499755859375,34619370000
2002-04-01,1834.5899658203125,1865.3699951171875,1640.969970703125,1688.22998046875,1688.22998046875,38648510000
2002-05-01,1683.760009765625,1759.3299560546875,1560.2900390625,1615.72998046875,1615.72998046875,39802810000
2002-06-01,1613.5,1621.5,1375.530029296875,1463.2099609375,1463.2099609375,36638230000
2002-07-01,1457.0400390625,1459.8399658203125,1192.4200439453125,1328.260009765625,1328.260009765625,45237670000
2002-08-01,1322.469970703125,1426.760009765625,1205.6800537109375,1314.8499755859375,1314.8499755859375,31490760000
2002-09-01,1302.6700439453125,1347.27001953125,1160.0699462890625,1172.06005859375,1172.06005859375,29029680000
2002-10-01,1180.260009765625,1347.5799560546875,1108.489990234375,1329.75,1329.75,38730160000
2002-11-01,1320.949951171875,1497.43994140625,1313.719970703125,1478.780029296875,1478.780029296875,35673650000
2002-12-01,1507.93994140625,1521.43994140625,1327.18994140625,1335.510009765625,1335.510009765625,29122630000
2003-01-01,1346.9300537109375,1467.3499755859375,1303.6400146484375,1320.9100341796875,1320.9100341796875,30898030000
2003-02-01,1324.739990234375,1352.0699462890625,1261.7900390625,1337.52001953125,1337.52001953125,24374040000
2003-03-01,1344.2099609375,1425.72998046875,1253.219970703125,1341.1700439453125,1341.1700439453125,31136990000
2003-04-01,1347.5400390625,1482.489990234375,1338.22998046875,1464.31005859375,1464.31005859375,30761430000
2003-05-01,1463.0,1599.9200439453125,1451.3199462890625,1595.9100341796875,1595.9100341796875,38423310000
2003-06-01,1612.0999755859375,1686.0999755859375,1584.699951171875,1622.800048828125,1622.800048828125,41170990000
2003-07-01,1617.300048828125,1776.0999755859375,1598.9200439453125,1735.02001953125,1735.02001953125,38212570000
2003-08-01,1731.6300048828125,1813.8199462890625,1640.8800048828125,1810.449951171875,1810.449951171875,30294060000
2003-09-01,1817.9200439453125,1913.739990234375,1783.4599609375,1786.93994140625,1786.93994140625,39917180000
2003-10-01,1797.0699462890625,1966.8699951171875,1796.0899658203125,1932.2099609375,1932.2099609375,41226870000
2003-11-01,1941.31005859375,1992.27001953125,1878.0699462890625,1960.260009765625,1960.260009765625,34049930000
2003-12-01,1972.969970703125,2015.22998046875,1887.4599609375,2003.3699951171875,2003.3699951171875,35470880000
2004-01-01,2011.0799560546875,2153.830078125,1999.77001953125,2066.14990234375,2066.14990234375,45972690000
2004-02-01,2072.1298828125,2094.919921875,1991.050048828125,2029.8199462890625,2029.8199462890625,35916840000
2004-03-01,2036.9200439453125,2069.02001953125,1896.9100341796875,1994.219970703125,1994.219970703125,42497500000
2004-04-01,1996.449951171875,2079.1201171875,1919.3900146484375,1920.1500244140625,1920.1500244140625,40153120000
2004-05-01,1928.719970703125,1991.8699951171875,1865.4000244140625,1986.739990234375,1986.739990234375,32652780000
2004-06-01,1978.52001953125,2055.64990234375,1960.260009765625,2047.7900390625,2047.7900390625,32602090000
2004-07-01,2045.530029296875,2045.530029296875,1829.06005859375,1887.3599853515625,1887.3599853515625,35711700000
2004-08-01,1874.9300537109375,1893.1300048828125,1750.8199462890625,1838.0999755859375,1838.0999755859375,30823660000
2004-09-01,1833.3699951171875,1925.8499755859375,1833.3299560546875,1896.8399658203125,1896.8399658203125,31295080000
2004-10-01,1909.5899658203125,1984.1800537109375,1899.3299560546875,1974.989990234375,1974.989990234375,35975380000
2004-11-01,1975.47998046875,2117.889892578125,1969.3199462890625,2096.81005859375,2096.81005859375,37928210000
2004-12-01,2104.580078125,2185.56005859375,2097.860107421875,2175.43994140625,2175.43994140625,44379920000
2005-01-01,2184.75,2191.60009765625,2008.6800537109375,2062.409912109375,2062.409912109375,43135970000
2005-02-01,2063.27001953125,2103.449951171875,2023.0,2051.719970703125,2051.719970703125,36633150000
2005-03-01,2057.469970703125,2100.570068359375,1968.5799560546875,1999.22998046875,1999.22998046875,39780380000
2005-04-01,2009.0899658203125,2021.8199462890625,1889.8299560546875,1921.6500244140625,1921.6500244140625,37517930000
2005-05-01,1923.22998046875,2076.800048828125,1916.030029296875,2068.219970703125,2068.219970703125,34223410000
2005-06-01,2067.22998046875,2106.570068359375,2039.68994140625,2056.9599609375,2056.9599609375,36702320000
2005-07-01,2060.969970703125,2201.389892578125,2050.300048828125,2184.830078125,2184.830078125,32702310000
2005-08-01,2191.489990234375,2219.909912109375,2112.25,2152.090087890625,2152.090087890625,34238710000
2005-09-01,2150.030029296875,2186.830078125,2093.06005859375,2151.68994140625,2151.68994140625,34790080000
2005-10-01,2152.699951171875,2167.0,2025.5799560546875,2120.300048828125,2120.300048828125,36500900000
2005-11-01,2109.889892578125,2269.300048828125,2108.860107421875,2232.820068359375,2232.820068359375,35854200000
2005-12-01,2244.85009765625,2278.159912109375,2200.510009765625,2205.320068359375,2205.320068359375,34343260000
2006-01-01,2216.530029296875,2332.919921875,2189.909912109375,2305.820068359375,2305.820068359375,41781780000
2006-02-01,2294.110107421875,2313.530029296875,2232.679931640625,2281.389892578125,2281.389892578125,37103890000
2006-03-01,2288.14990234375,2353.139892578125,2239.5400390625,2339.7900390625,2339.7900390625,47567350000
2006-04-01,2352.239990234375,2375.5400390625,2299.419921875,2322.570068359375,2322.570068359375,39227480000
2006-05-01,2329.7900390625,2352.56005859375,2135.81005859375,2178.8798828125,2178.8798828125,45923780000
2006-06-01,2179.820068359375,2233.8798828125,2065.110107421875,2172.090087890625,2172.090087890625,43418010000
2006-07-01,2177.909912109375,2190.43994140625,2012.780029296875,2091.469970703125,2091.469970703125,36405330000
2006-08-01,2080.340087890625,2193.340087890625,2048.219970703125,2183.75,2183.75,38177580000
2006-09-01,2194.56005859375,2273.300048828125,2147.43994140625,2258.429931640625,2258.429931640625,37304950000
2006-10-01,2257.0,2379.2900390625,2224.2099609375,2366.7099609375,2366.7099609375,42714580000
2006-11-01,2373.489990234375,2468.419921875,2316.820068359375,2431.77001953125,2431.77001953125,38943340000
2006-12-01,2430.75,2470.949951171875,2392.949951171875,2415.2900390625,2415.2900390625,35073670000
2007-01-01,2429.719970703125,2508.929931640625,2394.659912109375,2463.929931640625,2463.929931640625,42688490000
2007-02-01,2474.080078125,2531.419921875,2395.35009765625,2416.14990234375,2416.14990234375,39700560000
2007-03-01,2377.179931640625,2459.9599609375,2331.570068359375,2421.639892578125,2421.639892578125,43563900000
2007-04-01,2425.360107421875,2562.989990234375,2409.0400390625,2525.090087890625,2525.090087890625,39717000000
2007-05-01,2529.949951171875,2607.89990234375,2510.570068359375,2604.52001953125,2604.52001953125,44252460000
2007-06-01,2614.010009765625,2634.60009765625,2534.969970703125,2603.22998046875,2603.22998046875,45340310000
2007-07-01,2617.389892578125,2724.739990234375,2545.89990234375,2546.27001953125,2546.27001953125,45107360000
2007-08-01,2538.5,2627.75,2386.68994140625,2596.360107421875,2596.360107421875,52126030000
2007-09-01,2596.3798828125,2716.75,2536.929931640625,2701.5,2701.5,35257250000
2007-10-01,2704.25,2861.510009765625,2698.139892578125,2859.1201171875,2859.1201171875,48751620000
2007-11-01,2835.0,2835.6298828125,2539.81005859375,2660.9599609375,2660.9599609375,50214790000
2007-12-01,2654.909912109375,2734.820068359375,2553.989990234375,2652.280029296875,2652.280029296875,37753390000
2008-01-01,2653.909912109375,2661.5,2202.5400390625,2389.860107421875,2389.860107421875,55211960000
2008-02-01,2392.580078125,2419.22998046875,2252.64990234375,2271.47998046875,2271.47998046875,45767570000
2008-03-01,2271.260009765625,2346.780029296875,2155.419921875,2279.10009765625,2279.10009765625,44966440000
2008-04-01,2306.510009765625,2451.18994140625,2266.2900390625,2412.800048828125,2412.800048828125,42726250000
2008-05-01,2416.489990234375,2551.469970703125,2416.489990234375,2522.659912109375,2522.659912109375,42783110000
2008-06-01,2514.820068359375,2549.93994140625,2290.590087890625,2292.97998046875,2292.97998046875,45968100000
2008-07-01,2274.239990234375,2353.389892578125,2167.2900390625,2325.550048828125,2325.550048828125,50672460000
2008-08-01,2326.830078125,2473.199951171875,2280.929931640625,2367.52001953125,2367.52001953125,39482890000
2008-09-01,2402.110107421875,2413.110107421875,1983.72998046875,2091.8798828125,2091.8798828125,51722940000
2008-10-01,2075.10009765625,2083.199951171875,1493.7900390625,1720.949951171875,1720.949951171875,62537120000
2008-11-01,1718.8900146484375,1785.8399658203125,1295.47998046875,1535.5699462890625,1535.5699462890625,41933210000
2008-12-01,1496.0899658203125,1602.9200439453125,1398.0699462890625,1577.030029296875,1577.030029296875,39619890000
2009-01-01,1578.8699951171875,1665.6300048828125,1434.0799560546875,1476.4200439453125,1476.4200439453125,39995600000
2009-02-01,1460.8499755859375,1598.5,1372.4200439453125,1377.8399658203125,1377.8399658203125,42380620000
2009-03-01,1356.1300048828125,1587.0,1265.52001953125,1528.5899658203125,1528.5899658203125,49480930000
2009-04-01,1504.8699951171875,1753.6099853515625,1498.5400390625,1717.300048828125,1717.300048828125,48683640000
2009-05-01,1719.2900390625,1774.3299560546875,1664.18994140625,1774.3299560546875,1774.3299560546875,47352030000
2009-06-01,1796.0899658203125,1879.9200439453125,1753.780029296875,1835.0400390625,1835.0400390625,51881250000
2009-07-01,1846.1199951171875,2009.81005859375,1727.050048828125,1978.5,1978.5,47084360000
2009-08-01,1998.3499755859375,2059.47998046875,1929.6400146484375,2009.06005859375,2009.06005859375,44011670000
2009-09-01,2001.300048828125,2167.699951171875,1958.0400390625,2122.419921875,2122.419921875,49652910000
2009-10-01,2111.77001953125,2190.639892578125,2040.2099609375,2045.1099853515625,2045.1099853515625,50489640000
2009-11-01,2047.4200439453125,2205.320068359375,2024.27001953125,2144.60009765625,2144.60009765625,38877300000
2009-12-01,2162.22998046875,2295.800048828125,2155.9599609375,2269.14990234375,2269.14990234375,39269070000
2010-01-01,2294.409912109375,2326.280029296875,2140.340087890625,2147.35009765625,2147.35009765625,45625830000
2010-02-01,2155.81005859375,2251.679931640625,2100.169921875,2238.260009765625,2238.260009765625,42835360000
2010-03-01,2247.39990234375,2432.25,2247.330078125,2397.9599609375,2397.9599609375,54955550000
2010-04-01,2411.679931640625,2535.280029296875,2383.77001953125,2461.18994140625,2461.18994140625,54528540000
2010-05-01,2472.320068359375,2503.0,2140.530029296875,2257.0400390625,2257.0400390625,57203120000
2010-06-01,2244.7900390625,2341.110107421875,2105.260009765625,2109.239990234375,2109.239990234375,48633730000
2010-07-01,2110.75,2307.60009765625,2061.139892578125,2254.699951171875,2254.699951171875,43910370000
2010-08-01,2283.320068359375,2309.429931640625,2099.2900390625,2114.030029296875,2114.030029296875,41794240000
2010-09-01,2142.75,2400.06005859375,2141.949951171875,2368.6201171875,2368.6201171875,41586870000
2010-10-01,2386.820068359375,2517.5,2332.4599609375,2507.409912109375,2507.409912109375,41539760000
2010-11-01,2520.449951171875,2592.93994140625,2459.7900390625,2498.22998046875,2498.22998046875,40893560000
2010-12-01,2535.18994140625,2675.260009765625,2535.18994140625,2652.8701171875,2652.8701171875,36306890000
2011-01-01,2676.64990234375,2766.169921875,2663.639892578125,2700.080078125,2700.080078125,40221760000
2011-02-01,2717.610107421875,2840.510009765625,2705.5400390625,2782.27001953125,2782.27001953125,39225340000
2011-03-01,2791.080078125,2802.320068359375,2603.5,2781.070068359375,2781.070068359375,45049990000
2011-04-01,2796.669921875,2876.830078125,2706.5,2873.5400390625,2873.5400390625,38024600000
2011-05-01,2881.280029296875,2887.75,2739.85009765625,2835.300048828125,2835.300048828125,42067110000
2011-06-01,2829.389892578125,2834.050048828125,2599.860107421875,2773.52001953125,2773.52001953125,42570710000
2011-07-01,2775.080078125,2878.93994140625,2724.989990234375,2756.3798828125,2756.3798828125,37282980000
2011-08-01,2791.449951171875,2796.239990234375,2331.64990234375,2579.4599609375,2579.4599609375,56977870000
2011-09-01,2583.340087890625,2643.3701171875,2414.31005859375,2415.39990234375,2415.39990234375,42996470000
2011-10-01,2401.18994140625,2753.3701171875,2298.889892578125,2684.409912109375,2684.409912109375,42787830000
2011-11-01,2607.31005859375,2730.389892578125,2441.47998046875,2620.340087890625,2620.340087890625,38397210000
2011-12-01,2615.669921875,2674.530029296875,2518.010009765625,2605.14990234375,2605.14990234375,33177490000
2012-01-01,2657.389892578125,2834.300048828125,2627.22998046875,2813.840087890625,2813.840087890625,35325900000
2012-02-01,2830.10009765625,3000.110107421875,2825.18994140625,2966.889892578125,2966.889892578125,37728460000
2012-03-01,2979.110107421875,3134.169921875,2900.280029296875,3091.570068359375,3091.570068359375,36686310000
2012-04-01,3085.93994140625,3128.25,2946.0400390625,3046.360107421875,3046.360107421875,33793990000
2012-05-01,3044.7900390625,3085.39990234375,2774.449951171875,2827.340087890625,2827.340087890625,40115930000
2012-06-01,2810.1298828125,2942.280029296875,2726.679931640625,2935.050048828125,2935.050048828125,37458650000
2012-07-01,2938.409912109375,2987.93994140625,2837.719970703125,2939.52001953125,2939.52001953125,34686680000
2012-08-01,2956.719970703125,3100.5400390625,2890.85009765625,3066.9599609375,3066.9599609375,35708950000
2012-09-01,3063.25,3196.929931640625,3040.239990234375,3116.22998046875,3116.22998046875,33719730000
2012-10-01,3130.31005859375,3171.4599609375,2961.159912109375,2977.22998046875,2977.22998046875,36367020000
2012-11-01,2987.5400390625,3033.85009765625,2810.800048828125,3010.239990234375,3010.239990234375,36894240000
2012-12-01,3029.2099609375,3061.820068359375,2951.0400390625,3019.510009765625,3019.510009765625,33522490000
2013-01-01,3091.330078125,3164.06005859375,3076.60009765625,3142.1298828125,3142.1298828125,39027620000
2013-02-01,3162.93994140625,3213.60009765625,3105.360107421875,3160.18994140625,3160.18994140625,35765430000
2013-03-01,3143.5400390625,3270.300048828125,3129.39990234375,3267.52001953125,3267.52001953125,33749180000
2013-04-01,3268.6298828125,3328.7900390625,3154.9599609375,3328.7900390625,3328.7900390625,36904330000
2013-05-01,3325.35009765625,3532.0400390625,3296.5,3455.909912109375,3455.909912109375,39144080000
2013-06-01,3460.760009765625,3488.31005859375,3294.949951171875,3403.25,3403.25,37528250000
2013-07-01,3430.47998046875,3649.35009765625,3415.22998046875,3626.3701171875,3626.3701171875,35889520000
2013-08-01,3654.179931640625,3694.18994140625,3573.570068359375,3589.8701171875,3589.8701171875,32934650000
2013-09-01,3622.639892578125,3798.760009765625,3593.6201171875,3771.47998046875,3771.47998046875,34997740000
2013-10-01,3774.179931640625,3966.7099609375,3650.030029296875,3919.7099609375,3919.7099609375,43017190000
2013-11-01,3932.449951171875,4069.699951171875,3855.070068359375,4059.889892578125,4059.889892578125,35818470000
2013-12-01,4065.659912109375,4177.72998046875,3979.590087890625,4176.58984375,4176.58984375,37139280000
2014-01-01,4160.02978515625,4246.5498046875,4044.760009765625,4103.8798828125,4103.8798828125,45227610000
2014-02-01,4105.06005859375,4342.58984375,3968.18994140625,4308.1201171875,4308.1201171875,39978180000
2014-03-01,4261.419921875,4371.7099609375,4131.81005859375,4198.990234375,4198.990234375,46796180000
2014-04-01,4219.8701171875,4286.08984375,3946.030029296875,4114.56005859375,4114.56005859375,44391220000
2014-05-01,4121.25,4252.080078125,4021.050048828125,4242.6201171875,4242.6201171875,39290130000
2014-06-01,4247.9599609375,4417.4599609375,4207.60986328125,4408.18017578125,4408.18017578125,40249370000
2014-07-01,4424.7099609375,4485.93017578125,4351.0400390625,4369.77001953125,4369.77001953125,39536410000
2014-08-01,4363.39013671875,4580.27001953125,4321.89013671875,4580.27001953125,4580.27001953125,33417300000
2014-09-01,4592.419921875,4610.56982421875,4464.43994140625,4493.39013671875,4493.39013671875,39631130000
2014-10-01,4486.64990234375,4641.509765625,4116.60009765625,4630.740234375,4630.740234375,50136190000
2014-11-01,4633.7099609375,4810.85986328125,4594.919921875,4791.6298828125,4791.6298828125,32967990000
2014-12-01,4777.72998046875,4814.9501953125,4547.31005859375,4736.0498046875,4736.0498046875,39587090000
2015-01-01,4760.240234375,4777.009765625,4563.10986328125,4635.240234375,4635.240234375,38719030000
2015-02-01,4650.60009765625,4989.25,4580.4599609375,4963.52978515625,4963.52978515625,35773090000
2015-03-01,4973.43017578125,5042.14013671875,4825.93017578125,4900.8798828125,4900.8798828125,41204240000
2015-04-01,4894.35986328125,5119.830078125,4844.39013671875,4941.419921875,4941.419921875,37409760000
2015-05-01,4966.31982421875,5111.5400390625,4888.169921875,5070.02978515625,5070.02978515625,35994540000
2015-06-01,5094.93994140625,5164.35986328125,4956.22998046875,4986.8701171875,4986.8701171875,41338820000
2015-07-01,5029.0498046875,5231.93994140625,4901.509765625,5128.27978515625,5128.27978515625,40633420000
2015-08-01,5134.33984375,5175.259765625,4292.14013671875,4776.509765625,4776.509765625,43408300000
2015-09-01,4673.60986328125,4960.8701171875,4487.06005859375,4620.16015625,4620.16015625,41503920000
2015-10-01,4624.4599609375,5095.68994140625,4552.33984375,5053.75,5053.75,42348240000
2015-11-01,5065.64013671875,5163.47021484375,4908.66015625,5108.669921875,5108.669921875,36834860000
2015-12-01,5129.64013671875,5176.77001953125,4871.58984375,5007.41015625,5007.41015625,40617940000
2016-01-01,4897.64990234375,4926.72998046875,4313.39013671875,4613.9501953125,4613.9501953125,44877130000
2016-02-01,4587.58984375,4636.93017578125,4209.759765625,4557.9501953125,4557.9501953125,43108650000
2016-03-01,4596.009765625,4899.14013671875,4581.75,4869.85009765625,4869.85009765625,40738880000
2016-04-01,4842.5498046875,4969.31982421875,4740.83984375,4775.35986328125,4775.35986328125,38014300000
2016-05-01,4786.5498046875,4951.4501953125,4678.3798828125,4948.0498046875,4948.0498046875,38803240000
2016-06-01,4928.97021484375,4980.14013671875,4574.25,4842.669921875,4842.669921875,44213900000
2016-07-01,4837.18017578125,5175.81005859375,4786.009765625,5162.1298828125,5162.1298828125,36050040000
2016-08-01,5167.419921875,5275.740234375,5109.7998046875,5213.22021484375,5213.22021484375,38754780000
2016-09-01,5218.27978515625,5342.8798828125,5097.7998046875,5312.0,5312.0,40112010000
2016-10-01,5300.2900390625,5340.52001953125,5169.759765625,5189.14013671875,5189.14013671875,34708450000
2016-11-01,5199.77001953125,5403.85986328125,5034.41015625,5323.68017578125,5323.68017578125,41950260000
2016-12-01,5323.8798828125,5512.3701171875,5238.2099609375,5383.1201171875,5383.1201171875,38648510000
2017-01-01,5425.6201171875,5669.60986328125,5397.990234375,5614.7900390625,5614.7900390625,36115440000
2017-02-01,5654.509765625,5867.89013671875,5616.39990234375,5825.43994140625,5825.43994140625,36811150000
2017-03-01,5874.85986328125,5928.06005859375,5769.39013671875,5911.740234375,5911.740234375,44064880000
2017-04-01,5917.31982421875,6074.0400390625,5805.14990234375,6047.60986328125,6047.60986328125,33894020000
2017-05-01,6067.56005859375,6221.990234375,5996.81005859375,6198.52001953125,6198.52001953125,42405030000
2017-06-01,6215.91015625,6341.7001953125,6087.81005859375,6140.419921875,6140.419921875,50292320000
2017-07-01,6173.2900390625,6460.83984375,6081.9599609375,6348.1201171875,6348.1201171875,36228200000
2017-08-01,6372.16015625,6435.27001953125,6177.18994140625,6428.66015625,6428.66015625,41368170000
2017-09-01,6442.169921875,6497.97998046875,6334.58984375,6495.9599609375,6495.9599609375,38354650000
2017-10-01,6506.080078125,6737.75,6484.14013671875,6727.669921875,6727.669921875,41620780000
2017-11-01,6758.64013671875,6914.18994140625,6667.31005859375,6873.97021484375,6873.97021484375,42080670000
2017-12-01,6844.0400390625,7003.89013671875,6734.1298828125,6903.39013671875,6903.39013671875,38755950000
2018-01-01,6937.64990234375,7505.77001953125,6924.080078125,7411.47998046875,7411.47998046875,44694030000
2018-02-01,7377.169921875,7441.08984375,6630.669921875,7273.009765625,7273.009765625,44063140000
2018-03-01,7274.75,7637.27001953125,6901.06982421875,7063.4501953125,7063.4501953125,48760550000
2018-04-01,7016.169921875,7319.580078125,6805.9599609375,7066.27001953125,7066.27001953125,43233040000
2018-05-01,7053.64990234375,7492.419921875,6991.14013671875,7442.1201171875,7442.1201171875,45761130000
2018-06-01,7487.66015625,7806.60009765625,7419.56005859375,7510.2998046875,7510.2998046875,48573740000
2018-07-01,7451.89990234375,7933.31005859375,7443.10009765625,7671.7900390625,7671.7900390625,38964090000
2018-08-01,7701.81982421875,8133.2998046875,7659.52001953125,8109.5400390625,8109.5400390625,46197780000
2018-09-01,8087.9501953125,8104.06982421875,7873.93017578125,8046.35009765625,8046.35009765625,44907360000
2018-10-01,8091.5,8107.3798828125,6922.830078125,7305.89990234375,7305.89990234375,61889960000
2018-11-01,7327.81982421875,7572.93017578125,6830.759765625,7330.5400390625,7330.5400390625,48901700000
2018-12-01,7486.1298828125,7486.509765625,6190.169921875,6635.27978515625,6635.27978515625,49224830000
2019-01-01,6506.91015625,7303.1201171875,6457.1298828125,7281.740234375,7281.740234375,49542480000
2019-02-01,7256.3701171875,7602.68994140625,7225.14013671875,7532.52978515625,7532.52978515625,42628810000
2019-03-01,7587.4501953125,7850.10986328125,7332.919921875,7729.31982421875,7729.31982421875,49622660000
2019-04-01,7800.240234375,8176.080078125,7777.08984375,8095.39013671875,8095.39013671875,43553400000
2019-05-01,8132.93017578125,8164.7099609375,7448.22998046875,7453.14990234375,7453.14990234375,47822630000
2019-06-01,7441.2099609375,8088.8798828125,7292.22021484375,8006.240234375,8006.240234375,44821400000
2019-07-01,8145.85009765625,8339.6396484375,8059.2900390625,8175.419921875,8175.419921875,42846360000
2019-08-01,8190.56005859375,8311.0400390625,7662.89990234375,7962.8798828125,7962.8798828125,46323300000
2019-09-01,7906.43994140625,8243.7998046875,7847.31982421875,7999.33984375,7999.33984375,41720490000
2019-10-01,8026.830078125,8335.5595703125,7700.0,8292.3603515625,8292.3603515625,44203530000
2019-11-01,8335.0498046875,8705.91015625,8326.5595703125,8665.4697265625,8665.4697265625,41773310000
2019-12-01,8672.83984375,9052.0,8435.400390625,8972.599609375,8972.599609375,46214040000
2020-01-01,9039.4599609375,9451.4296875,8943.5,9150.9404296875,9150.9404296875,52694760000
2020-02-01,9190.7197265625,9838.3701171875,8264.16015625,8567.3701171875,8567.3701171875,53886320000
2020-03-01,8667.1396484375,9070.3203125,6631.419921875,7700.10009765625,7700.10009765625,97320230000
2020-04-01,7459.5,8957.26953125,7288.10986328125,8889.5498046875,8889.5498046875,79171670000
2020-05-01,8681.2900390625,9523.6396484375,8537.830078125,9489.8701171875,9489.8701171875,81175640000
2020-06-01,9471.419921875,10221.849609375,9403.0,10058.76953125,10058.76953125,112284350000
2020-07-01,10063.669921875,10839.9296875,10048.0400390625,10745.26953125,10745.26953125,95054280000
2020-08-01,10848.6396484375,11829.83984375,10762.7099609375,11775.4599609375,11775.4599609375,78996130000
2020-09-01,11850.9599609375,12074.0595703125,10519.490234375,11167.509765625,11167.509765625,82496920000
2020-10-01,11291.990234375,11965.5400390625,10822.5703125,10911.58984375,10911.58984375,78287400000
2020-11-01,11010.4501953125,12244.650390625,10830.9501953125,12198.740234375,12198.740234375,91282630000
2020-12-01,12313.3603515625,12973.330078125,12214.740234375,12888.2802734375,12888.2802734375,112635010000
2021-01-01,12958.51953125,13728.98046875,12543.240234375,13070.6904296875,13070.6904296875,139796850000
2021-02-01,13226.1796875,14175.1201171875,13003.98046875,13192.349609375,13192.349609375,142926770000
2021-03-01,13406.16015625,13620.7099609375,12397.0498046875,13246.8701171875,13246.8701171875,134201470000
2021-04-01,13414.3203125,14211.5703125,13404.1796875,13962.6796875,13962.6796875,91591470000
2021-05-01,14031.76953125,14042.1201171875,13002.5400390625,13748.740234375,13748.740234375,89415440000
2021-06-01,13829.0595703125,14535.9697265625,13548.9296875,14503.9501953125,14503.9501953125,108377000000
2021-07-01,14493.6904296875,14863.650390625,14178.66015625,14672.6796875,14672.6796875,88708530000
2021-08-01,14758.599609375,15288.080078125,14423.16015625,15259.240234375,15259.240234375,88083480000
2021-09-01,15308.98046875,15403.4404296875,14444.2998046875,14448.580078125,14448.580078125,95275100000
2021-10-01,14494.9296875,15504.1201171875,14181.6904296875,15498.3896484375,15498.3896484375,99492020000
2021-11-01,15541.259765625,16212.23046875,15451.3896484375,15537.6904296875,15537.6904296875,109314860000
2021-12-01,15752.26953125,15901.4697265625,14860.0400390625,15644.9697265625,15644.9697265625,104264460000
2022-01-01,15732.5,15852.1396484375,13094.650390625,14239.8798828125,14239.8798828125,100106820000
2022-02-01,14277.4296875,14509.5595703125,12587.8798828125,13751.400390625,13751.400390625,89543300000
2022-03-01,13716.7001953125,14646.900390625,12555.349609375,14220.51953125,14220.51953125,131081330000
2022-04-01,14269.5302734375,14534.3798828125,12315.740234375,12334.6396484375,12334.6396484375,96581010000
2022-05-01,12331.6904296875,12985.009765625,11035.6904296875,12081.3896484375,12081.3896484375,111465680000
2022-06-01,12176.8896484375,12320.1201171875,10565.1396484375,11028.740234375,11028.740234375,113875890000
2022-07-01,11006.830078125,12426.259765625,10911.4501953125,12390.6904296875,12390.6904296875,94293720000
2022-08-01,12317.9599609375,13181.08984375,11790.01953125,11816.2001953125,11816.2001953125,110367680000
2022-09-01,11707.4404296875,12270.1904296875,10572.330078125,10575.6201171875,10575.6201171875,98888530000
